x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,y
1.0,0.0267605399204908,-0.6202590871518979,-0.8928862756196536,1.1710575046165101,-1.932229495472165,-5.153764499540083,-2.1297481770715145,2.31341069829448,-2.0092023334398537,6.055314886967329,-2.591080213928351,-0.04408224458614107,-3.7972694786363066,0.3170768559717869,-7.057395069489669,11.8822103654389,9.88416336442215,-10.344449048301232,11.634816646235505,15.934457374660584,-1.0048759060689116,-0.5596160081908469,0.4252146165210566,0.7554770811029874,0.0
1.0,-0.16581146011912723,-0.7487387949749642,0.3512556096277794,0.34564553835877393,-3.694767736768115,-1.8595980252351785,3.1412646082126345,-1.1019355697619484,2.8765580793016348,-4.352508159924971,1.6895562156432613,1.8415643872258318,3.144454256459793,-1.3403437747080587,2.5910898181188946,16.66157196086722,5.165377621282004,14.95074610842537,0.1565480066270799,-24.00555753617548,-0.76088050591636,2.7035135583408616,0.020142250135930462,1.8333799525672985,0.0
2.0,-1.6396842919863066,0.9669604742996127,-4.1051556413932655,-7.102068488809838,-10.245937233334233,-6.495981211707445,-5.775184564753883,4.720945709327226,-4.664917554715313,-1.4529694050667992,6.7059328142534405,-28.531970726121695,-11.204294256002036,-0.044665416346573616,-14.741210937488987,16.79969845072069,-15.435145496852638,10.807349244870283,9.53538971214266,-1.3230786797738872,0.5724165507868804,0.7974710160833859,-0.8574237803531777,1.1033542475099039,1.0
3.0,0.39211855189772693,0.20126151324419464,-0.8081562879203257,1.6996949143246893,0.4686960443177187,9.358397951686188,-5.689654989490841,-3.4189129281714026,3.456030763866743,3.164682807361847,-16.09755301684609,2.8696242529614615,2.3786516666657165,-22.215602919939617,-25.175710613011304,-3.1482170959796876,0.9183799981695746,21.656966424721507,14.706889727662233,35.16753212096975,0.3991513847272359,-0.7639466846374671,0.28806639827085706,-0.5898661976233444,1.0
1.0,-0.36215378189194014,1.0965812952746223,-2.2091813213021867,1.430510112515974,-3.0405530510108156,-0.5563149824332858,-3.1253221748328737,8.30971952188479,-5.227714733365161,0.28970152315488296,-8.497598814110836,10.697420732423538,3.8083357051518334,2.258811627190675,12.457347044687943,2.6793795313808983,3.466356527199153,2.885527592586364,7.154526091709633,-3.0244138392126247,0.7450067827375879,-0.08102733756715085,-1.5361855666809117,-0.2735309954805645,0.0
2.0,-0.26719538059162495,-3.496123826030739,-1.1067678122604045,8.130991026732108,-1.530100952795177,11.096877650819572,-5.165684495490937,6.2698913704785415,-10.392838103792245,2.2182402871144107,4.223882096668392,-8.240643578144251,0.933602489144923,-17.524952283721245,-29.475183837819035,-22.113882185994004,-0.37624964143490347,-20.85022601248746,-5.251125244726413,4.708943069672153,-0.15203708490065154,-1.7226955395275974,0.02749689362907206,-0.7854450814569359,1.0
3.0,-1.8437736552928667,2.999755282165032,4.50368960043056,0.10742957729452429,5.134068476038139,-11.056004659797944,0.7710454970218872,13.349582085344027,7.384471957226334,1.063602437144711,-7.004408295435514,9.215964591322873,32.501498178569435,-1.635659239884282,17.9037854175889,-29.394775803811097,6.968408222674118,-10.36792986284342,48.19748784829075,-17.943396887846955,-0.8743362111515347,2.2042724350894547,0.49739018036657395,0.7660685026946308,1.0
3.0,0.16479421530074578,-0.6161285600715525,0.10885370122399968,0.9047986871917781,-0.06570149925210578,6.516362900028284,-3.9555995596650524,8.617273488632712,-2.2579605436372865,9.046889974106032,11.031682399521744,6.222809501917607,-6.330377531681778,-24.059243070396658,8.60922890778572,-5.205138004093911,3.3086631557116197,19.28855404997362,-11.330222599950048,4.639782583327364,-1.9101931142844544,-1.2042551354536064,0.10949261682858392,0.37415138723036323,1.0
2.0,-0.7790371136807885,-0.6882399843419063,-2.7634673170709316,5.796740209270351,3.681754537260782,-8.79214186594004,2.6667282367567724,-7.804961090228537,4.321406212235041,8.537164410218335,-31.049874509445125,28.04472925474136,15.699689012087784,-9.464271633562644,0.8458698790371282,13.451458573397142,-32.556481114116295,9.235144867232547,10.898698599212313,19.806055319381024,1.757662825467412,-0.9122058529231113,0.47877436696683195,-1.3171963369124433,1.0
1.0,-0.5146857540910358,-1.2526702858435343,-2.0835387793268367,2.5253767499798503,-1.1731584842319718,5.101183129749497,-1.2753051206830421,-6.129431830371787,-4.224359979768966,7.079058100034693,0.14256002134832868,-2.1897237789436055,2.24011846804312,4.812479153172815,9.780491119268456,13.08799383914341,-1.4580334892072289,-10.234429174738345,-2.127919030671122,4.502805065828862,0.20475228300733275,0.14050089075631605,-1.6523079475316922,0.7187089513746716,0.0
1.0,0.4068864902916338,0.35125826105662394,-0.36883622496618357,1.302941770352076,-0.34928278822554093,3.203169160696745,2.0955778365306292,0.4531114128493051,-2.6604780299088295,6.497377202690448,4.074771954880231,13.717818059562338,4.620425215954138,5.5694182354839485,-9.589516115477497,3.983875036224484,-1.090490153257905,9.137890595681997,4.979502210011281,11.752731810259228,-1.6188468643883385,0.20517346838727396,0.16917779474584013,0.06411557601971811,0.0
3.0,-0.4861414826767537,2.9372472135437273,2.6004586180970053,-6.365765522159633,-8.495867488244384,9.586886142136219,-5.514377410109966,-1.5373625428126163,-17.7866073747938,0.09344860485457196,0.3153081091961646,7.233458074061617,-4.886169048911093,-14.965046384696345,14.696502560018954,-28.17432410326445,-19.838461778884223,16.516938807883005,-14.415855580337057,4.265216617440304,1.0568381282683863,2.0275188941327165,-0.522442838022054,-0.4305178975100582,1.0
1.0,0.8853591262657231,-0.3562086116248524,0.883560652936576,-0.9564157994891702,4.855588484144334,-0.08171703372898143,-3.7528015403953563,3.3810163393373185,1.9674929386319229,6.915337061994469,0.1523607415175473,1.7472604993302077,-8.598048386136096,7.148408641836585,1.8703496959852053,0.5064151308734787,-0.34897304849609045,-0.8405114833652099,9.865689533302843,-7.355890402214603,-1.774322296638226,-0.8696033658263349,0.33292028587361266,-0.2969808087092391,0.0
1.0,-0.30103605391878235,1.7547772398004082,1.1340918361345191,1.453474964465829,3.081608856052814,2.3525314782961826,7.134771231918213,-7.678577313251137,-3.6891667530855,-2.603359240865855,-6.566440626089935,1.7775366279277565,2.2395625202947738,15.127353670332154,8.178418563895296,-2.5602114519046077,5.802055584228022,-14.742821083857795,3.1514246517126505,2.7878731461197255,-0.18322469309573544,0.3534180686353485,-0.17772616039659656,-0.2041261225557392,0.0
1.0,-0.20664849397570687,0.49995206102481293,0.1366643464879013,-1.6986633057771916,-1.603380703367363,3.9962053240015676,6.1171869240791,3.553014854890546,-1.824348640703774,8.038617523913102,4.369019509408294,3.1138798031157178,13.175012332742885,-4.719828360348194,7.197394320499967,-5.016806857808671,-3.5563547209552495,25.118554251702815,6.57245327359001,20.391872621459164,1.9685886000436228,-0.4115883265762161,-0.8740090539707794,1.2017716767543751,0.0
2.0,2.4089011374561773,1.330470008058798,-0.16327133158724516,1.0336564518853608,2.461828097535422,-4.329926941115163,-3.2396122053950234,-1.5525097990265604,-2.7474648788350713,21.49039815875103,-15.41733110364782,3.35431913484486,-21.49612760608876,-10.353743874032293,28.31402308025631,-4.915603705351998,-0.7743634223767288,-25.831877012778847,-6.367170910312119,-18.993668932831998,0.34444841022290057,-0.06992908857590334,0.11945155174171206,1.0249677141792284,1.0
